id,nity_area,caseno,Date,block,Type,Type_desc,Where,Arrest,Domestic,District,Community_area,Year,Time,Latitude,Longitude,IPC,Session,Day
5178,12591490,JF111825,13-01-2022,028XX N CALIFORNIA AVE,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,FALSE,FALSE,14,21,2015,4:35:00,29.16169208,77.60420212,352,Early Morning,Saturday
5179,12592304,JF112728,13-01-2022,012XX W MORSE AVE,THEFT,OVER $500,STREET,FALSE,FALSE,24,1,2015,7:00:00,28.87107122,78.21125981,378,Early Morning,Saturday
5180,12591831,JF111149,13-01-2022,062XX S LARAMIE AVE,ASSAULT,SIMPLE,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,FALSE,FALSE,8,64,2015,2:45:00,29.90673777,80.88375687,352,Late Night,Saturday
5181,12593179,JF113601,13-01-2022,102XX W ZEMKE RD,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,AIRPORT PARKING LOT,FALSE,FALSE,16,76,2015,12:40:00,31.42178313,77.48401386,279,Noon,Saturday
5182,12591398,JF111640,13-01-2022,010XX S CANAL ST,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1,28,2015,1:45:00,28.79351175,80.70410772,378,Late Night,Saturday
5183,12591029,JF111113,13-01-2022,131XX S LANGLEY AVE,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,5,54,2015,2:05:00,30.60897489,78.28962477,378,Late Night,Saturday
5184,12591699,JF111929,13-01-2022,076XX S HALSTED ST,ROBBERY,STRONG ARM - NO WEAPON,STREET,TRUE,FALSE,6,71,2015,5:20:00,29.52826642,79.1184532,392,Early Morning,Saturday
5185,12594200,JF111934,13-01-2022,021XX S WABASH AVE,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,FALSE,FALSE,1,33,2015,6:35:00,30.70001543,80.60163742,441,Early Morning,Saturday
5186,12591622,JF111823,13-01-2022,015XX E 74TH ST,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,3,43,2015,10:00:00,29.93808298,78.5418796,379,Morning,Saturday
5187,12595337,JF116447,05-01-2022,080XX S CHAMPLAIN AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,6,44,2015,10:11:00,29.64351211,77.87948607,379,Morning,Friday
5188,12593360,JF114101,13-01-2022,056XX W WILSON AVE,THEFT,OVER $500,STREET,FALSE,FALSE,16,15,2015,10:00:00,31.18530742,79.28685559,378,Morning,Saturday
5189,12591252,JF111416,13-01-2022,095XX S EUCLID AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,4,51,2015,10:25:00,30.65370303,78.77133939,352,Morning,Saturday
5190,12592095,JF111651,13-01-2022,045XX S STATE ST,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,2,38,2015,2:40:00,29.49181735,78.62382961,378,Late Night,Saturday
5191,12595014,JF115815,13-01-2022,021XX E 79TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,FALSE,FALSE,4,43,2015,12:00:00,29.52343026,80.87268956,279,Noon,Saturday
5192,12591561,JF111767,13-01-2022,055XX S RICHMOND ST,ROBBERY,ARMED - HANDGUN,RESIDENCE - GARAGE,FALSE,FALSE,8,63,2015,4:00:00,30.4654196,78.65909943,392,Early Morning,Saturday
5193,12591596,JF111971,13-01-2022,051XX N ASHLAND AVE,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,20,3,2015,7:15:00,30.18432791,78.4916309,352,Early Morning,Saturday
5194,12591273,JF111425,13-01-2022,016XX N KEYSTONE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,25,23,2015,11:03:00,29.48948092,79.89008161,352,Morning,Saturday
5195,12592127,JF112510,13-01-2022,011XX N KEYSTONE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,11,23,2015,5:00:00,31.0493108,77.63258014,279,Early Morning,Saturday
5196,12591849,JF112133,13-01-2022,068XX S DANTE AVE,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,TRUE,FALSE,3,43,2015,11:50:00,30.07013051,78.1857082,392,Morning,Saturday
5197,12591021,JF111133,13-01-2022,069XX S INDIANA AVE,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,FALSE,FALSE,3,69,2015,3:55:00,29.52107977,80.33148654,352,Late Night,Saturday
5198,12591803,JF112113,13-01-2022,020XX S CLARK ST,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,TRUE,FALSE,1,34,2015,11:06:00,30.36176296,80.47918601,29,Morning,Saturday
5199,12590955,JF111115,13-01-2022,040XX N KEDVALE AVE,ARSON,BY FIRE,APARTMENT,FALSE,FALSE,17,16,2015,1:16:00,30.56056366,80.51992792,435-438,Late Night,Saturday
5200,12591715,JF111761,13-01-2022,058XX N WINTHROP AVE,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,20,77,2015,3:30:00,29.88883172,77.74849446,352,Late Night,Saturday
5201,12591441,JF111781,13-01-2022,032XX W 55TH ST,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,8,63,2015,3:00:00,31.3318006,78.06044673,206,Late Night,Saturday
5202,12592014,JF112319,13-01-2022,0000X E ONTARIO ST,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,18,8,2015,8:00:00,29.4153801,77.93122787,427,Morning,Saturday
5203,12592353,JF112789,13-01-2022,054XX W HUTCHINSON ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,16,15,2015,8:15:00,29.04922846,80.24388834,206,Morning,Saturday
5204,12591076,JF111287,13-01-2022,081XX W FOREST PRESERVE AVE,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,16,17,2015,7:15:00,29.72483361,78.37705022,378,Early Morning,Saturday
5205,12591311,JF111493,13-01-2022,036XX W FRANKLIN BLVD,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,TRUE,FALSE,11,23,2015,12:32:00,29.69854581,78.33494154,29,Noon,Saturday
5206,12595413,JF116531,12-01-2022,003XX W WOLF POINT PLZ,DECEPTIVE PRACTICE,BOGUS CHECK,APARTMENT,FALSE,FALSE,18,8,2015,18:00:00,29.97305322,78.16549111,206,Evening,Friday
5207,12592468,JF112521,13-01-2022,107XX S WHIPPLE ST,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,22,74,2015,12:30:00,30.30406318,77.54428564,379,Noon,Saturday
5208,12591477,JF111851,13-01-2022,030XX W HARRISON ST,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,CTA BUS,FALSE,FALSE,11,27,2015,3:30:00,31.15260016,78.56764485,206,Late Night,Saturday
5209,12591385,JF111663,13-01-2022,050XX W FULTON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,15,25,2015,2:30:00,29.55359237,78.64917864,279,Late Night,Saturday
5210,12592559,JF112263,13-01-2022,061XX W HIGGINS AVE,THEFT,OVER $500,STREET,FALSE,FALSE,16,11,2015,8:20:00,31.51584164,78.15880994,378,Morning,Saturday
5211,12590944,JF111119,13-01-2022,003XX E GARFIELD BLVD,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,FALSE,FALSE,2,40,2015,2:15:00,30.70362724,78.49120783,427,Late Night,Saturday
5212,12591141,JF111304,13-01-2022,002XX N PARKSIDE AVE,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,SCHOOL - PUBLIC BUILDING,FALSE,FALSE,15,25,2015,8:20:00,31.57383201,80.95792504,427,Morning,Saturday
5213,12591779,JF111995,13-01-2022,006XX W DIVERSEY PKWY,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,19,7,2015,8:07:00,30.27297147,77.86000238,279,Morning,Saturday
5214,12591332,JF111526,13-01-2022,063XX S WOODLAWN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,3,42,2015,12:30:00,30.00964067,80.72262241,279,Noon,Saturday
5215,12591087,JF111221,13-01-2022,008XX S LAWNDALE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,11,27,2015,5:00:00,28.88811826,78.24844926,427,Early Morning,Saturday
5216,12592199,JF112476,13-01-2022,056XX N LINCOLN AVE,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,TRUE,TRUE,20,2,2015,3:00:00,29.40449224,77.60906422,352,Late Night,Saturday
5217,12591629,JF111986,13-01-2022,083XX S ASHLAND AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,TRUE,FALSE,6,71,2015,7:09:00,31.4613349,81.03599824,38-42,Early Morning,Saturday
5218,12591683,JF111138,13-01-2022,081XX S EUCLID AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,4,46,2015,3:42:00,28.66444578,80.69916086,378,Late Night,Saturday
5219,12591565,JF111853,13-01-2022,002XX W NORTH AVE,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,18,7,2015,2:00:00,29.84451617,80.85852586,378,Late Night,Saturday
5220,12594895,JF115975,13-01-2022,100XX W OHARE ST,THEFT,FROM BUILDING,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,FALSE,FALSE,16,76,2015,7:00:00,31.38449547,80.32175987,378,Early Morning,Saturday
5221,12591748,JF111913,13-01-2022,008XX W 115TH ST,ROBBERY,STRONG ARM - NO WEAPON,GROCERY FOOD STORE,FALSE,FALSE,5,53,2015,6:11:00,29.30427525,79.53131638,392,Early Morning,Saturday
5222,12592273,JF112579,13-01-2022,133XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,5,54,2015,7:00:00,29.92388102,79.92010881,279,Early Morning,Saturday
5223,12591998,JF112364,13-01-2022,036XX W 65TH ST,THEFT,OVER $500,STREET,FALSE,FALSE,8,65,2015,7:00:00,30.94571204,77.5571513,378,Early Morning,Saturday
5224,12591181,JF111351,13-01-2022,007XX W 81ST ST,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,6,71,2015,9:45:00,30.51200863,77.62598809,427,Morning,Saturday
5225,12591775,JF112047,13-01-2022,010XX W WOLFRAM ST,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,19,6,2015,9:25:00,29.2222696,81.16187566,379,Morning,Saturday
5226,12591796,JF112091,13-01-2022,056XX S INDIANA AVE,BATTERY,SIMPLE,STREET,FALSE,FALSE,2,40,2015,12:00:00,28.51421227,78.79807632,352,Noon,Saturday
5227,12595121,JF116033,12-01-2022,071XX S PEORIA ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,7,68,2015,8:00:00,30.02197366,79.74953326,427,Morning,Friday
5228,12593298,JF113944,13-01-2022,016XX N CALIFORNIA AVE,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,14,24,2015,9:30:00,31.30400721,80.30016732,378,Morning,Saturday
5229,12591836,JF112094,13-01-2022,059XX S LA SALLE ST,BATTERY,AGGRAVATED - HANDGUN,APARTMENT,FALSE,FALSE,2,68,2015,10:21:00,30.04994848,81.15151031,352,Morning,Saturday
5230,12592730,JF113240,13-01-2022,017XX W RASCHER AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,20,77,2015,10:55:00,31.41822263,78.77473908,352,Morning,Saturday
5231,12592516,JF111787,13-01-2022,013XX W 14TH ST,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CHA APARTMENT,FALSE,TRUE,12,28,2015,4:00:00,31.56377687,79.18736448,352,Early Morning,Saturday
5232,12590990,JF111125,13-01-2022,055XX S DR MARTIN LUTHER KING JR DR,ARSON,BY FIRE,PARK PROPERTY,FALSE,FALSE,2,40,2015,3:06:00,30.84079107,79.42790599,435-438,Late Night,Saturday
5233,12591473,JF111707,13-01-2022,065XX S LOWE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,7,68,2015,3:28:00,30.91834946,79.30178903,352,Late Night,Saturday
5234,12591728,JF111952,13-01-2022,052XX W 53RD PL,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,8,56,2015,7:00:00,30.91621229,80.30959961,352,Early Morning,Saturday
5235,12591402,JF111683,13-01-2022,044XX S WABASH AVE,CRIMINAL DAMAGE,TO VEHICLE,CHA PARKING LOT / GROUNDS,FALSE,FALSE,2,38,2015,8:44:00,29.47359919,80.72660275,427,Morning,Saturday
5236,12591429,JF111713,13-01-2022,039XX S MICHIGAN AVE,ROBBERY,STRONG ARM - NO WEAPON,STREET,FALSE,FALSE,2,38,2015,1:20:00,30.66475639,78.97606721,392,Late Night,Saturday
5237,12590967,JF111122,13-01-2022,002XX E HURON ST,CRIMINAL TRESPASS,TO LAND,HOSPITAL BUILDING / GROUNDS,FALSE,FALSE,18,8,2015,2:15:00,29.42043423,77.73663137,441,Late Night,Saturday
5238,12591046,JF111176,13-01-2022,042XX N BROADWAY,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,19,3,2015,7:00:00,30.54260688,77.81636193,38-42,Early Morning,Saturday
5239,12592491,JF111896,13-01-2022,029XX W 47TH ST,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,STREET,FALSE,FALSE,9,58,2015,6:00:00,29.95582123,80.98412139,392,Early Morning,Saturday
5240,12591513,JF111705,13-01-2022,009XX N PULASKI RD,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,FALSE,FALSE,11,23,2015,3:18:00,29.91823168,77.61997711,427,Late Night,Saturday
5241,12590934,JF111103,13-01-2022,032XX N BROADWAY,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,19,6,2015,1:00:00,29.72236256,79.8879624,378,Late Night,Saturday
5242,12592570,JF112465,13-01-2022,002XX E 111TH ST,THEFT,OVER $500,PARK PROPERTY,FALSE,FALSE,5,49,2015,5:15:00,30.25489245,78.02421447,378,Early Morning,Saturday
5243,12592157,JF111547,13-01-2022,055XX S CARPENTER ST,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,FALSE,TRUE,7,68,2015,12:51:00,31.60793759,80.4861808,352,Noon,Saturday
5244,12591804,JF112119,13-01-2022,009XX W 34TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,9,60,2015,11:45:00,28.5790901,80.4449637,352,Morning,Saturday
5245,12591576,JF111642,13-01-2022,034XX S HAMILTON AVE,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,9,59,2015,11:30:00,31.24723588,78.97102185,352,Morning,Saturday
5246,12591866,JF111364,13-01-2022,019XX N WESTERN AVE,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,14,22,2015,5:01:00,28.62476018,79.71989547,379,Early Morning,Saturday
5247,12591288,JF111521,13-01-2022,042XX S HALSTED ST,BATTERY,SIMPLE,SMALL RETAIL STORE,FALSE,FALSE,9,61,2015,12:00:00,30.17177258,78.49700762,352,Noon,Saturday
5248,12591644,JF111906,13-01-2022,007XX E 47TH ST,ASSAULT,AGGRAVATED - HANDGUN,APPLIANCE STORE,FALSE,FALSE,2,38,2015,6:46:00,29.92961009,79.30916572,352,Early Morning,Saturday
5249,12591650,JF111669,13-01-2022,008XX S BELL AVE,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,12,28,2015,2:30:00,31.07427454,80.26238558,392,Late Night,Saturday
5250,12591347,JF111557,13-01-2022,001XX N LAPORTE AVE,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,TRUE,FALSE,15,25,2015,1:04:00,29.67061011,81.10643472,29,Late Night,Saturday
5251,12591378,JF111591,13-01-2022,028XX W 21ST PL,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,FALSE,FALSE,10,30,2015,12:08:00,28.68795656,77.69338194,352,Noon,Saturday
5252,12591962,JF112270,13-01-2022,078XX S ABERDEEN ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,TRUE,6,71,2015,4:30:00,31.4140477,78.88289128,38-42,Early Morning,Saturday
5253,12591743,JF112036,13-01-2022,011XX E 82ND PL,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,4,45,2015,9:08:00,30.63081683,80.18520834,352,Morning,Saturday
5254,12592059,JF112434,13-01-2022,020XX W OHIO ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,12,24,2015,2:30:00,28.53314058,77.65780141,206,Late Night,Saturday
5255,12591170,JF111339,13-01-2022,013XX S KEELER AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,10,29,2015,9:25:00,29.6396567,78.65198253,352,Morning,Saturday
5256,12591544,JF111863,13-01-2022,068XX S GREEN ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,7,68,2015,5:27:00,28.81915052,78.67673214,352,Early Morning,Saturday
5257,12592987,JF111189,13-01-2022,063XX S CALIFORNIA AVE,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,8,66,2015,7:00:00,30.76477778,78.61297795,352,Early Morning,Saturday
5258,12594689,JF115628,13-01-2022,063XX S BISHOP ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,7,67,2015,8:00:00,28.64539177,78.75125681,206,Morning,Saturday
5259,12592466,JF112594,13-01-2022,103XX S ELIZABETH ST,BATTERY,"AGG. PROTECTED EMPLOYEE - HANDS, FISTS, FEET, SERIOUS INJURY",SCHOOL - PUBLIC BUILDING,FALSE,FALSE,22,73,2015,11:40:00,30.69772723,79.28831873,352,Morning,Saturday
5260,12595459,JF116648,04-01-2022,023XX W ESTES AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,24,2,2015,0:00:00,29.05533353,80.83937582,378,Late Night,Thursday
5261,12591227,JF111414,13-01-2022,0000X W MONROE ST,BATTERY,SIMPLE,SCHOOL - PRIVATE BUILDING,FALSE,FALSE,1,32,2015,9:50:00,30.02232082,77.67911571,352,Morning,Saturday
5262,12591767,JF112035,13-01-2022,029XX S PRINCETON AVE,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,FALSE,FALSE,9,34,2015,2:00:00,30.33642196,79.03513458,441,Late Night,Saturday
5263,12592531,JF112285,13-01-2022,026XX W MARQUETTE RD,THEFT,OVER $500,STREET,FALSE,FALSE,8,66,2015,3:00:00,29.22418906,80.83455337,378,Late Night,Saturday
5264,12592410,JF112891,13-01-2022,082XX S MARYLAND AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,6,44,2015,2:30:00,29.00854295,79.08559462,352,Late Night,Saturday
5265,12595262,JF116368,12-01-2022,067XX S EVANS AVE,THEFT,OVER $500,STREET,FALSE,FALSE,3,42,2015,17:00:00,29.46374579,80.01288661,378,Evening,Friday
5266,12591896,JF111093,13-01-2022,030XX W 64TH ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,8,66,2015,12:05:00,28.81192786,79.54828923,427,Noon,Saturday
5267,12592672,JF113135,13-01-2022,054XX S WOODLAWN AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2,41,2015,9:00:00,31.07733883,79.75463614,352,Morning,Saturday
5268,12595705,JF116669,12-01-2022,053XX S INDIANA AVE,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,2,40,2015,16:12:00,30.38681838,77.51144301,378,Evening,Friday
5269,12593512,JF112100,13-01-2022,086XX S JUSTINE ST,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,6,71,2015,9:19:00,31.13242232,80.8984135,352,Morning,Saturday
5270,12591363,JF111378,13-01-2022,004XX N LARAMIE AVE,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,15,25,2015,9:35:00,29.65023411,77.58983852,392,Morning,Saturday
5271,12591040,JF111159,13-01-2022,035XX N KEATING AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,17,15,2015,5:30:00,29.08247298,80.39206979,352,Early Morning,Saturday
5272,12590924,JF111105,13-01-2022,113XX S FOREST AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,5,49,2015,1:05:00,28.51998981,78.86475208,427,Late Night,Saturday
5273,12591462,JF111776,13-01-2022,011XX S CLARK ST,CRIMINAL TRESPASS,TO LAND,DEPARTMENT STORE,FALSE,FALSE,1,32,2015,4:18:00,30.35269533,80.30011529,441,Early Morning,Saturday
5274,12591555,JF111940,13-01-2022,031XX N LAKE SHORE DR,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,19,6,2015,2:00:00,29.88639003,77.55659071,206,Late Night,Saturday
5275,12591126,JF111283,13-01-2022,014XX N SEDGWICK ST,CRIMINAL TRESPASS,TO LAND,CHA HALLWAY / STAIRWELL / ELEVATOR,TRUE,FALSE,18,8,2015,8:40:00,29.58661501,79.68325276,441,Morning,Saturday
5276,12591107,JF111235,13-01-2022,046XX S WOODLAWN AVE,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,2,39,2015,8:08:00,31.26838016,80.15909583,206,Morning,Saturday
5277,12591757,JF112067,13-01-2022,025XX W FULLERTON AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,14,22,2015,10:00:00,31.20747215,80.72232436,427,Morning,Saturday
5278,12593097,JF113787,13-01-2022,003XX N PINE AVE,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,15,25,2015,11:30:00,31.21647449,80.25059299,378,Morning,Saturday
5279,12592129,JF112555,13-01-2022,057XX S CICERO AVE,THEFT,$500 AND UNDER,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,FALSE,FALSE,8,56,2015,10:00:00,31.01885889,80.71208311,378,Morning,Saturday
5280,12591214,JF111471,13-01-2022,059XX S ROCKWELL ST,THEFT,OVER $500,STREET,FALSE,FALSE,8,66,2015,2:00:00,30.70736594,79.95669467,378,Late Night,Saturday
5281,12591304,JF111509,13-01-2022,060XX N SHERIDAN RD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,24,77,2015,11:30:00,28.95585109,80.30447306,352,Morning,Saturday
5282,12591710,JF111914,13-01-2022,014XX N AUSTIN BLVD,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,RESIDENCE,FALSE,FALSE,25,25,2015,5:21:00,28.56502019,79.01303665,38-42,Early Morning,Saturday
5283,12591614,JF111909,13-01-2022,079XX S COTTAGE GROVE AVE,BATTERY,SIMPLE,STREET,FALSE,FALSE,6,44,2015,6:13:00,30.35543896,80.71188946,352,Early Morning,Saturday
5284,12591858,JF112200,13-01-2022,031XX W POLK ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,11,27,2015,3:00:00,30.46413551,78.46532908,352,Late Night,Saturday
5285,12595289,JF111569,13-01-2022,059XX S HONORE ST,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,7,67,2015,1:05:00,29.13563314,80.87590603,352,Late Night,Saturday
5286,12591926,JF112240,13-01-2022,098XX S CARPENTER ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,22,73,2015,4:00:00,31.18665146,81.08545989,279,Early Morning,Saturday
5287,12591338,JF111622,13-01-2022,071XX S SOUTH SHORE DR,THEFT,OVER $500,STREET,FALSE,FALSE,3,43,2015,7:34:00,31.30848975,80.38215211,378,Early Morning,Saturday
5288,12594506,JF115415,13-01-2022,020XX W FULTON ST,THEFT,OVER $500,CTA PARKING LOT / GARAGE / OTHER PROPERTY,FALSE,FALSE,12,28,2015,7:00:00,29.49564606,77.98387924,378,Early Morning,Saturday
5289,12592043,JF112417,13-01-2022,032XX W DOUGLAS BLVD,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,10,29,2015,6:30:00,28.97231454,80.45188626,378,Early Morning,Saturday
5290,12591184,JF111384,13-01-2022,102XX W ZEMKE RD,THEFT,$500 AND UNDER,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,FALSE,FALSE,16,76,2015,6:30:00,29.76904659,80.75170924,378,Early Morning,Saturday
5291,12591811,JF112157,13-01-2022,002XX S STATE ST,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA PLATFORM,FALSE,FALSE,1,32,2015,9:09:00,31.34019401,79.81189874,352,Morning,Saturday
5292,12591589,JF111936,13-01-2022,047XX W GRACE ST,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,17,15,2015,6:33:00,30.65621553,80.84368258,352,Early Morning,Saturday
5293,12595569,JF116761,03-01-2022,008XX E 38TH PL,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,2,36,2015,15:00:00,28.88975149,78.23943961,352,Noon,Wednesday
5294,12595573,JF116720,13-01-2022,044XX S DREXEL BLVD,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC GROUNDS,FALSE,FALSE,2,39,2015,3:20:00,28.57051783,80.69303923,352,Late Night,Saturday
5295,12591603,JF111895,13-01-2022,036XX W 111TH ST,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,FALSE,TRUE,22,74,2015,2:00:00,29.9675307,80.22097525,352,Late Night,Saturday
5296,12593427,JF113433,13-01-2022,032XX N CLARK ST,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,19,6,2015,5:22:00,28.85210086,79.52637502,378,Early Morning,Saturday
5297,12592109,JF112517,13-01-2022,004XX E 42ND ST,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2,38,2015,8:00:00,29.09240263,77.65364039,378,Morning,Saturday
5298,12591624,JF111790,13-01-2022,036XX W FIFTH AVE,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC BUILDING,FALSE,FALSE,11,27,2015,3:58:00,28.54025296,80.03011054,352,Late Night,Saturday
5299,12591255,JF111370,13-01-2022,094XX S ANTHONY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,TRUE,FALSE,4,48,2015,10:10:00,31.55457374,78.66756938,279,Morning,Saturday
5300,12585964,JF104919,06-01-2022,028XX W LAKE ST,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,TRUE,FALSE,12,27,2015,12:03:00,29.41166859,78.03654917,392,Noon,Saturday
5301,12592057,JF112453,14-01-2022,020XX W DEVON AVE,THEFT,OVER $500,STREET,FALSE,FALSE,24,2,2015,8:30:00,31.53770919,79.93234017,378,Morning,Sunday
5302,12592946,JF113489,14-01-2022,070XX N WASHTENAW AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,24,2,2015,11:00:00,30.00650332,80.26895476,279,Morning,Sunday
